,Base,C1'-C2',C1'-C2'-C3',C1'-C2'-O2',C1'-N1-C2/C1'-N9-C4,C1'-N1-C6/C1'-N9-C8,C1'-N1/C1'-N9,C1'-O4',C1'-O4'-C4',C2'-C1'-O4',C2'-C3',C2'-C3'-C4',C2'-C3'-O3',C2'-O2',C2-N1-C6/C4-N9-C8,C3'-C2'-O2',C3'-C4',C3'-C4'-C5',C3'-C4'-O4',C3'-O3',C4'-C3'-O3',C4'-C5',C4'-C5'-O5',C4'-O4',C5'-C4'-O4',C5'-O5',Chi,Chi_sign,Chi_syn,Conformation,Gamma,Gamma_clinical,Gamma_sign,Gamma_syn,N1-C1'-C2'/N9-C1'-C2',N1-C1'-O4'/N9-C1'-O4',N1-C2/N9-C4,N1-C6/N9-C8,Sugar,T1233,T1445,T144_N,T221_N,T2233,T2345,T321_N,T3345,T3455,T4122,T4322,T4433,T4455,TAU_0,TAU_1,TAU_2,TAU_3,TAU_4,TCHI,T_max,Temperature,Theta,absChi,absChiDiff90,absGamma,absGammaDiff90
REJHOG_151,pyrimidine,1.52875,101.967,,118.134,119.444,1.46175,1.43633,110.394,105.842,1.51776,104.023,109.917,,121.76,,1.52079,114.415,105.459,1.45751,105.229,1.51902,109.122,1.45317,109.856,1.42953,anti,-,anti,C2'-endo,gauche+,C,+,S,115.295,107.104,1.38677,1.39091,deoxyribose,77.7709,117.526,-139.407,,,-94.9408,149.403,149.471,50.3702,,,-89.6957,-67.9985,-15.9012,31.2227,-34.468,25.8923,-6.24128,-121.004,35.352138408095485,296.0,171.98684539268254,121.004,31.004000000000005,50.3702,39.6298
REJJAU_152,pyrimidine,1.51356,102.188,,118.285,119.396,1.45806,1.43185,110.498,105.793,1.50787,104.033,110.069,,121.625,,1.51573,114.438,105.239,1.45213,105.439,1.50609,109.147,1.44337,109.874,1.41968,anti,-,anti,C2'-endo,gauche+,C,+,S,115.492,107.056,1.37496,1.38387,deoxyribose,78.1003,117.454,-139.539,,,-94.9612,149.364,149.191,50.2946,,,-90.091,-67.8215,-15.8536,31.1634,-34.4478,25.7566,-6.21701,-120.938,35.274125785231625,98.0,171.95409933493477,120.938,30.938000000000002,50.2946,39.7054
REMSOR_153,pyrimidine,1.51963,102.831,,116.636,121.973,1.486,1.41283,109.907,107.155,1.51876,101.871,111.345,,121.355,,1.51682,117.075,104.458,1.42104,112.276,1.51227,110.195,1.45127,109.742,1.42821,anti,-,anti,C3'-endo,gauche+,C,+,S,113.653,107.827,1.3803,1.36969,deoxyribose,154.91,148.145,-121.826,,,-156.736,95.9459,84.0529,49.3974,,,-154.376,-69.3761,0.879344,-23.065,35.0406,-35.1644,21.8515,-155.255,37.275203480078595,295.0,16.879178574291448,155.255,65.255,49.3974,40.6026
RESMAD_154,pyrimidine,1.51271,104.654,,116.056,120.835,1.47858,1.42009,111.209,106.602,1.51065,103.887,113.3,,122.985,,1.51864,116.302,105.891,1.41494,110.014,1.48187,112.428,1.44689,109.633,1.42993,anti,-,anti,C3'-endo,gauche+,C,+,S,114.563,108.832,1.36956,1.37626,deoxyribose,147.189,136.339,-116.358,,,-145.599,98.0418,92.8197,57.1384,,,-145.147,-62.9022,7.69718,-22.3971,27.8255,-23.5661,10.1314,-93.2024,28.233488286859235,295.0,2.4377490463225464,93.2024,3.2023999999999972,57.1384,32.8616
RIDGOC_155,pyrimidine,1.52287,104.833,,120.529,119.065,1.46877,1.41459,109.684,107.412,1.53154,104.535,110.306,,120.339,,1.54422,114.835,107.713,1.42587,111.954,1.50929,111.126,1.42897,106.731,1.42395,syn,+,syn,Other,gauche+,C,+,S,115.545,107.759,1.38652,1.37479,deoxyribose,110.064,142.081,-150.416,,,-122.639,142.036,117.951,53.8986,,,-123.31,-65.3891,-25.3177,21.7584,-10.4507,-3.9002,18.2735,60.3741,25.07514331825119,100.0,115.58838066943503,60.3741,29.6259,53.8986,36.1014
SEDQEX_156,pyrimidine,1.51537,102.469,,120.19,119.168,1.4658,1.41766,110.209,106.103,1.51627,103.364,111.0,,120.478,,1.51333,115.471,106.155,1.42597,108.104,1.50911,111.724,1.4473,108.762,1.41552,anti,-,anti,C2'-endo,gauche+,C,+,S,114.599,107.533,1.39319,1.36833,deoxyribose,82.467,120.344,-140.149,,,-96.6231,149.878,145.654,54.9436,,,-93.7554,-64.2198,-17.0852,31.3869,-33.2108,23.9675,-4.49457,-114.854,34.48940533822508,295.0,169.07906102134635,114.854,24.854,54.9436,35.0564
SERQUC_157,pyrimidine,1.51774,101.503,,117.75,121.314,1.47832,1.42027,109.827,106.936,1.5253,102.414,109.376,,120.74,,1.51802,116.602,105.249,1.43491,108.945,1.51212,111.033,1.45094,111.064,1.42137,anti,-,anti,C2'-endo,gauche+,C,+,S,113.984,107.326,1.38014,1.36429,deoxyribose,78.644,114.126,-133.861,,,-92.2945,148.648,151.938,55.3892,,,-84.4788,-65.148,-11.1704,30.2103,-36.8115,31.2891,-12.9131,-147.723,37.614277997080464,173.0,181.3963504774533,147.723,57.72300000000001,55.3892,34.6108
SERQUC_158,pyrimidine,1.51736,103.991,,116.04,121.777,1.50009,1.41166,110.902,106.83,1.51957,102.497,116.081,,121.293,,1.51787,115.386,105.848,1.4177,113.239,1.51672,112.606,1.4391,110.034,1.43034,anti,-,anti,C3'-endo,gauche+,C,+,S,113.875,107.944,1.37353,1.37455,deoxyribose,154.547,141.333,-118.933,,,-150.771,96.9686,83.4087,59.4219,,,-154.661,-60.2329,3.91547,-22.101,30.5987,-28.8414,16.0324,-161.468,31.79961575526785,173.0,11.232584877324014,161.468,71.46799999999999,59.4219,30.5781
SERRAJ_159,pyrimidine,1.51918,102.938,,119.422,120.204,1.48994,1.41433,110.072,106.969,1.51287,103.349,113.34,,120.336,,1.52143,115.405,105.881,1.4328,111.371,1.50385,109.396,1.45791,110.012,1.42194,anti,-,anti,C2'-endo,gauche+,C,+,S,114.152,107.102,1.38442,1.36279,deoxyribose,88.2853,117.135,-135.58,,,-96.3109,146.778,141.677,50.4712,,,-96.3844,-69.2238,-12.7969,28.4971,-32.3977,25.628,-8.19718,-147.373,33.1580919967251,173.0,175.80699198725276,147.373,57.37299999999999,50.4712,39.5288
SERRAJ_160,pyrimidine,1.52116,102.15,,121.186,119.067,1.46975,1.42707,109.648,106.174,1.52739,102.251,113.535,,119.659,,1.50168,113.41,105.52,1.41593,113.749,1.53922,105.763,1.46362,109.231,1.43693,anti,-,anti,C2'-endo,gauche-,C,-,S,113.315,108.648,1.39153,1.36636,deoxyribose,85.7079,108.348,-132.515,,,-87.6126,148.946,149.571,-70.6621,,,-90.9088,171.961,-10.3204,29.7675,-37.2533,31.9078,-13.9008,-137.068,37.89970013900279,173.0,182.82102107913656,137.068,47.06800000000001,70.6621,19.337900000000005
SIFGAP_161,pyrimidine,1.51624,102.123,,117.722,122.004,1.47009,1.4044,107.792,104.36,1.51722,103.819,113.651,,120.254,,1.53543,114.48,106.317,1.42617,112.424,1.51254,112.142,1.44274,108.413,1.41496,anti,-,anti,Other,trans,P,-,A,115.641,107.713,1.39755,1.36732,deoxyribose,96.6289,143.794,-160.804,,,-114.739,157.18,122.002,-175.851,,,-118.334,65.663,-37.3902,39.0647,-25.8216,4.92493,20.2538,-166.184,40.11594290224449,295.0,131.69199668111497,166.184,76.184,175.851,85.851
SIFKEX_162,pyrimidine,1.51878,102.61,,119.278,119.715,1.47035,1.41783,110.328,106.368,1.51495,103.401,110.372,,120.914,,1.53181,115.566,106.06,1.43534,108.463,1.49175,110.18,1.44605,109.743,1.42396,anti,-,anti,C2'-endo,gauche+,C,+,S,113.574,108.28,1.38793,1.37478,deoxyribose,83.6429,122.513,-140.391,,,-99.337,150.452,143.48,52.4722,,,-94.6896,-67.3643,-17.9784,31.4495,-32.1905,22.493,-2.96954,-107.644,33.83664243575546,295.0,166.64536146336647,107.644,17.644000000000005,52.4722,37.5278
SOLLAH_163,pyrimidine,1.52354,101.906,,117.864,119.668,1.47156,1.42469,109.661,106.031,1.51734,100.886,106.768,,122.417,,1.52197,111.385,105.44,1.43045,110.832,1.52796,113.352,1.44004,112.051,1.41151,anti,-,anti,C2'-endo,trans,P,+,A,113.958,108.461,1.38005,1.38188,deoxyribose,76.8529,105.043,-131.942,,,-87.0845,149.949,160.116,166.332,,,-78.1184,48.486,-9.16756,30.7265,-39.0076,34.6813,-16.2908,-135.927,40.08186894498729,90.0,185.20997245897422,135.927,45.92699999999999,166.332,76.332
SONDOO_164,pyrimidine,1.50265,103.138,,119.246,119.365,1.45539,1.41743,110.069,106.678,1.5391,103.334,107.163,,121.388,,1.51776,114.072,107.564,1.45421,111.824,1.52817,104.541,1.43469,109.867,1.47074,anti,-,anti,C2'-endo,gauche+,C,+,S,114.688,107.102,1.35757,1.40691,deoxyribose,90.7752,127.529,-144.4,,,-106.232,148.583,138.833,48.2106,,,-99.0401,-72.6429,-21.1457,30.1853,-27.4584,15.8957,2.82938,-123.425,30.801248595287678,295.0,156.09698432223422,123.425,33.425,48.2106,41.7894
SULZEF_165,pyrimidine,1.51932,103.52,,117.574,121.155,1.49481,1.42434,109.367,106.972,1.51722,102.087,106.878,,121.265,,1.51016,113.561,104.122,1.42442,112.155,1.50321,111.103,1.45269,111.917,1.42571,anti,-,anti,C2'-endo,trans,P,+,A,113.002,108.274,1.39329,1.35073,deoxyribose,84.489,96.5577,-117.132,,,-85.1901,137.456,160.745,169.852,,,-77.2761,52.3128,4.94367,18.397,-33.4151,36.789,-26.5018,-165.637,37.599820610346704,193.0,205.66835049043368,165.637,75.637,169.852,79.852
SULZEF_166,pyrimidine,1.51863,103.45,,115.986,123.384,1.48439,1.40737,110.128,107.127,1.50287,103.127,114.191,,120.568,,1.5064,116.387,104.319,1.41792,110.092,1.49199,110.684,1.456,108.825,1.42421,anti,-,anti,C3'-endo,gauche+,C,+,S,113.319,109.077,1.39413,1.34556,deoxyribose,151.937,145.945,-123.334,,,-152.954,99.8086,84.8141,57.232,,,-155.292,-60.2084,-0.318966,-20.5395,32.5007,-33.0602,21.081,-165.166,34.72840709156248,193.0,18.613709330605186,165.166,75.166,57.232,32.768
THYDIN_167,pyrimidine,1.5145,102.709,,116.636,121.58,1.47993,1.43406,110.077,106.525,1.52306,102.11,111.28,,121.768,,1.52901,113.255,104.414,1.42812,106.397,1.51492,107.607,1.46003,110.456,1.42456,anti,-,anti,C2'-endo,trans,P,+,A,114.456,108.243,1.38479,1.3741,deoxyribose,76.2417,105.387,-130.579,,,-87.0143,147.409,156.239,172.826,,,-83.5493,56.1169,-7.0424,27.8287,-36.9253,33.1979,-16.6836,-139.433,37.774543091738174,295.0,187.4992928818865,139.433,49.43299999999999,172.826,82.826
THYDIN01_168,pyrimidine,1.52277,102.001,,117.029,121.514,1.47845,1.41737,110.068,106.739,1.5217,101.753,111.43,,121.442,,1.52367,113.344,104.805,1.42588,106.613,1.50531,107.832,1.45025,110.82,1.42399,anti,-,anti,C2'-endo,trans,P,+,A,113.62,108.37,1.38996,1.36974,deoxyribose,76.0523,105.788,-130.135,,,-87.1944,147.78,155.964,173.343,,,-83.0724,55.8352,-7.40045,28.3927,-37.2374,33.7688,-16.8275,-139.561,38.31382753794563,295.0,187.27275503732685,139.561,49.56100000000001,173.343,83.34299999999999
THYDIN02_169,pyrimidine,1.52786,102.326,,117.336,121.256,1.47494,1.4218,110.183,106.481,1.52472,101.645,111.201,,121.405,,1.52439,113.445,104.61,1.4393,106.701,1.50834,107.998,1.45547,110.905,1.43059,anti,-,anti,C2'-endo,trans,P,+,A,113.741,108.808,1.3899,1.3773,deoxyribose,76.013,104.204,-128.657,,,-86.3869,147.142,157.04,172.437,,,-81.9644,55.0529,-5.68052,27.3126,-37.2321,34.6084,-18.4588,-141.126,38.48081665182435,110.0,189.84033313042383,141.126,51.126000000000005,172.437,82.43700000000001
THYDIN03_170,pyrimidine,1.53125,102.18,,117.416,121.254,1.48243,1.42848,110.049,106.737,1.5359,101.573,111.184,,121.327,,1.53183,113.322,104.756,1.44281,106.706,1.51981,107.955,1.46082,110.917,1.4339,anti,-,anti,C2'-endo,trans,P,+,A,113.794,108.699,1.39357,1.38489,deoxyribose,76.0408,104.461,-129.199,,,-86.6364,147.419,156.839,172.73,,,-82.1229,55.2322,-6.06807,27.5202,-37.1663,34.4013,-18.1514,-140.601,38.40458828738724,173.0,189.31252874808752,140.601,50.601,172.73,82.72999999999999
THYDIN04_171,pyrimidine,1.54866,102.006,,117.463,120.974,1.48593,1.42807,109.969,106.916,1.53625,101.347,111.141,,121.563,,1.54481,113.709,105.003,1.44626,107.039,1.53248,108.281,1.45986,110.586,1.44215,anti,-,anti,C2'-endo,trans,P,+,A,113.854,108.841,1.39143,1.39379,deoxyribose,76.5628,104.182,-128.651,,,-86.0912,147.345,157.406,172.743,,,-81.5791,54.9065,-5.25565,27.1089,-36.8919,34.9237,-18.8652,-141.591,38.45759663358723,20.0,190.50971242363693,141.591,51.59100000000001,172.743,82.743
THYDIN05_172,pyrimidine,1.52398,102.157,,117.352,121.377,1.47266,1.41811,110.175,106.622,1.52249,101.694,111.392,,121.263,,1.52471,113.618,104.684,1.42863,106.968,1.50765,108.056,1.45231,111.021,1.42107,anti,-,anti,C2'-endo,trans,P,+,A,114.021,108.639,1.38737,1.37754,deoxyribose,76.3973,105.662,-130.171,,,-87.2828,147.96,155.808,173.171,,,-82.9065,55.4986,-6.86995,28.0773,-37.253,34.0028,-17.3211,-139.668,38.358528772777916,296.0,188.04607868722346,139.668,49.668000000000006,173.171,83.17099999999999
THYDIN06_173,pyrimidine,1.54854,102.005,,117.435,120.981,1.48659,1.4281,110.019,106.888,1.53622,101.377,111.139,,121.584,,1.54502,113.658,104.955,1.4461,107.027,1.53256,108.267,1.46001,110.567,1.4425,anti,-,anti,C2'-endo,trans,P,+,A,113.829,108.825,1.3913,1.39405,deoxyribose,76.5453,104.153,-128.662,,,-86.049,147.332,157.441,172.696,,,-81.628,54.9663,-5.32379,27.1513,-36.911,34.8818,-18.7926,-141.618,38.451414502738594,20.0,190.40026191489162,141.618,51.617999999999995,172.696,82.696
TUFFUV_177,pyrimidine,1.51832,103.375,,116.68,121.849,1.49252,1.40173,110.928,107.499,1.5284,102.012,108.5,,121.451,,1.54048,115.84,105.891,1.4147,110.494,1.49746,110.995,1.44366,111.216,1.38034,anti,-,anti,C2'-endo,gauche+,C,+,S,111.803,107.784,1.3742,1.37154,deoxyribose,85.2351,114.501,-129.244,,,-96.582,143.795,148.213,56.2289,,,-88.0114,-64.7242,-8.57286,25.6936,-31.4219,27.1931,-12.1284,-156.333,32.287130376126825,295.0,183.02733698932,156.333,66.333,56.2289,33.7711
TUFFUV_178,pyrimidine,1.5162,102.587,,118.842,119.515,1.47256,1.42132,110.231,105.9,1.52266,103.554,107.864,,121.621,,1.51133,116.004,106.558,1.4251,111.671,1.52239,109.588,1.44589,108.421,1.43102,anti,-,anti,C2'-endo,gauche+,C,+,S,114.126,107.091,1.37783,1.36665,deoxyribose,86.4967,123.482,-140.942,,,-99.0613,149.078,145.132,50.9735,,,-94.0818,-68.8073,-18.7856,31.5358,-31.98,21.725,-2.04771,-119.416,33.73686828429318,295.0,165.10127589206016,119.416,29.415999999999997,50.9735,39.0265
TUFGEG_180,pyrimidine,1.51834,101.436,,120.233,119.602,1.46117,1.39981,109.538,108.456,1.52279,104.892,108.297,,120.164,,1.53885,110.943,106.01,1.41479,110.872,1.50852,110.237,1.45478,108.432,1.40164,anti,-,anti,C2'-endo,gauche+,C,+,S,113.547,107.238,1.36834,1.37027,deoxyribose,90.5908,122.216,-144.85,,,-101.015,150.178,142.302,49.5659,,,-100.181,-66.464,-21.8583,31.0855,-27.8479,16.5024,3.03354,-118.357,31.616379648296938,295.0,155.92346321071005,118.357,28.357,49.5659,40.4341
UFEWEJ_181,pyrimidine,1.49898,103.086,,118.211,118.985,1.46805,1.43441,108.801,104.465,1.51344,102.614,111.226,,122.789,,1.50127,115.114,107.055,1.4071,107.844,1.4962,108.739,1.45475,108.244,1.42954,anti,-,anti,C2'-endo,trans,P,+,A,115.9,107.225,1.40935,1.36065,deoxyribose,80.3084,126.28,-147.437,,,-99.4451,154.249,143.053,175.255,,,-96.5852,55.5478,-23.9149,36.5235,-34.7638,20.9167,1.63019,-120.83,37.70475619809099,293.0,159.20310956451488,120.83,30.83,175.255,85.255
VAWNEO_183,pyrimidine,1.52886,103.247,,118.123,120.874,1.48503,1.42455,110.076,106.044,1.51438,101.275,109.345,,120.951,,1.52427,112.087,104.615,1.42934,111.809,1.52339,112.016,1.45338,111.372,1.41084,anti,-,anti,C2'-endo,trans,P,+,A,113.859,107.68,1.41614,1.34359,deoxyribose,81.3529,100.448,-125.087,,,-85.2078,143.662,158.459,167.249,,,-80.7268,50.4265,-2.8511,25.4508,-36.7779,35.6067,-20.8394,-153.38,38.52048175201157,100.0,193.86514527952045,153.38,63.379999999999995,167.249,77.249
VAWNEO_184,pyrimidine,1.51969,101.087,,117.059,121.554,1.4953,1.41135,110.033,106.631,1.52279,100.676,115.833,,121.284,,1.52201,115.857,103.6,1.41762,111.147,1.52053,114.478,1.4398,110.104,1.41245,anti,-,anti,C3'-endo,gauche+,C,+,S,111.077,109.109,1.41371,1.35154,deoxyribose,160.264,146.71,-115.969,,,-159.578,90.347,77.1675,57.2568,,,-162.153,-59.8497,4.07662,-28.4217,40.3215,-38.8988,22.2124,-161.032,42.21479970245697,100.0,12.81384798539345,161.032,71.03200000000001,57.2568,32.7432
VEXDOR_185,pyrimidine,1.50889,103.457,,117.475,121.364,1.49105,1.41034,110.109,107.36,1.51804,102.49,113.079,,120.923,,1.51747,115.615,105.872,1.42919,110.719,1.5097,110.517,1.44967,110.94,1.41225,anti,-,anti,C2'-endo,gauche+,C,+,S,114.93,107.479,1.39615,1.35861,deoxyribose,87.0518,112.55,-131.552,,,-94.7706,144.702,144.362,51.0659,,,-92.3828,-69.479,-7.39638,25.2089,-32.1755,28.485,-13.6102,-146.349,32.99167240913835,295.0,185.4511907634951,146.349,56.34899999999999,51.0659,38.9341
VEXDOR_186,pyrimidine,1.51667,102.141,,119.539,119.818,1.47744,1.41623,109.887,106.445,1.51929,101.914,112.405,,120.642,,1.53017,116.137,105.924,1.43307,108.195,1.51404,113.178,1.44673,109.851,1.40987,anti,-,anti,C2'-endo,gauche+,C,+,S,113.275,108.267,1.39091,1.36528,deoxyribose,79.5158,117.592,-137.142,,,-93.9982,151.269,147.356,61.3256,,,-90.4122,-58.8116,-15.0495,32.405,-36.0897,28.2339,-8.56827,-137.807,37.138602819122944,295.0,174.67555607611473,137.807,47.80699999999999,61.3256,28.6744
WAZZAA_187,pyrimidine,1.51035,102.724,,120.241,119.219,1.47876,1.41225,109.398,106.731,1.50915,103.125,113.452,,120.532,,1.50845,117.368,106.672,1.42137,111.886,1.50015,109.474,1.45072,108.824,1.40579,anti,-,anti,C2'-endo,gauche+,C,+,S,113.776,108.084,1.39612,1.36102,deoxyribose,88.4622,122.353,-138.951,,,-98.1832,149.928,139.536,55.8359,,,-98.1673,-65.3467,-16.1981,30.8099,-32.7614,24.1131,-5.17072,-137.049,34.012272448059505,150.0,170.23356465822627,137.049,47.04900000000001,55.8359,34.1641
WAZZAA_188,pyrimidine,1.51481,103.01,,119.014,119.042,1.48706,1.4157,110.079,105.844,1.51673,102.755,113.62,,121.882,,1.52703,115.656,106.567,1.41733,110.104,1.50509,110.378,1.4472,108.918,1.4234,anti,-,anti,C2'-endo,gauche+,C,+,S,113.242,106.992,1.40846,1.35182,deoxyribose,86.4429,124.097,-140.855,,,-99.6257,149.739,139.021,53.7187,,,-99.7715,-66.216,-19.8143,32.8353,-32.4809,21.5821,-1.31659,-139.417,34.596722865838956,150.0,163.74729824803958,139.417,49.417,53.7187,36.2813
WEVWIE_190,pyrimidine,1.51463,101.96,,119.673,119.044,1.47569,1.42198,109.752,106.34,1.52653,102.219,112.793,,121.215,,1.52483,115.815,105.785,1.41711,109.144,1.51367,112.937,1.45637,110.116,1.4186,anti,-,anti,C2'-endo,gauche+,C,+,S,114.467,107.371,1.39486,1.36105,deoxyribose,80.6223,118.138,-139.091,,,-94.4278,151.446,145.918,57.828,,,-91.8209,-62.1064,-16.1388,33.0722,-36.441,27.8335,-7.69886,-134.973,37.496486552381064,293.0,173.19583982602023,134.973,44.97300000000001,57.828,32.172
WEVWIE_191,pyrimidine,1.51663,103.449,,116.87,121.89,1.49031,1.41033,110.415,107.273,1.52929,101.542,112.862,,121.173,,1.52582,112.041,105.743,1.4196,111.655,1.52383,113.316,1.44025,110.514,1.4126,anti,-,anti,C2'-endo,trans,P,+,A,112.954,108.725,1.38987,1.3565,deoxyribose,87.0409,103.378,-125.885,,,-89.0994,143.07,150.388,166.134,,,-89.1517,48.4865,-3.42979,23.2818,-32.6191,31.3607,-18.0731,-156.382,34.21368574875752,293.0,192.61136883383855,156.382,66.382,166.134,76.13399999999999
WIKPEL_192,pyrimidine,1.51223,100.92,,117.78,121.825,1.45619,1.42141,108.295,104.272,1.5165,102.848,111.09,,120.391,,1.51944,114.294,107.45,1.43097,106.867,1.5094,112.493,1.41823,109.072,1.41363,anti,-,anti,C2'-endo,gauche+,C,+,S,115.731,108.685,1.39864,1.37563,deoxyribose,80.906,134.682,-156.101,,,-105.757,159.702,137.19,48.0706,,,-101.632,-72.2064,-32.1191,40.3904,-33.1057,15.4208,10.2802,-148.356,40.49929062323804,295.0,147.09633112285724,148.356,58.355999999999995,48.0706,41.9294
WISGEK_193,pyrimidine,1.51431,102.681,,116.002,122.334,1.48916,1.4106,109.94,106.142,1.50807,103.299,111.533,,121.552,,1.5164,112.982,106.034,1.42915,108.895,1.51306,110.559,1.45517,109.017,1.40899,anti,-,anti,C2'-endo,gauche-,C,-,S,112.708,108.301,1.37364,1.36134,deoxyribose,83.5477,118.615,-139.48,,,-96.0564,150.662,145.288,-66.4135,,,-95.362,175.973,-18.2135,32.2708,-33.2596,23.2937,-3.30599,-169.171,34.825405546411524,295.0,167.0881498529252,169.171,79.17099999999999,66.4135,23.5865
XAWYIF_194,pyrimidine,1.5262,103.093,,116.458,121.782,1.48079,1.41771,110.635,106.21,1.52619,101.443,108.193,,121.744,,1.53159,114.297,105.541,1.41948,112.577,1.51998,111.001,1.44994,109.227,1.40346,anti,-,anti,C2'-endo,gauche-,C,-,S,113.482,108.073,1.4086,1.35299,deoxyribose,83.1724,108.947,-130.812,,,-89.053,146.776,155.533,-68.4417,,,-84.4287,173.603,-8.71402,28.1854,-35.4381,30.9852,-14.3721,-154.425,36.285874436881066,100.0,184.4426290545896,154.425,64.42500000000001,68.4417,21.558300000000003
XEWQUL_195,pyrimidine,1.53978,103.794,,121.057,117.165,1.47138,1.43717,108.437,106.844,1.52494,101.406,114.722,,120.24,,1.5326,114.725,103.599,1.4348,109.426,1.50436,107.492,1.44825,109.42,1.42934,syn,+,syn,Other,trans,P,-,A,117.707,107.689,1.39579,1.40041,deoxyribose,149.266,156.385,-140.514,,,-159.155,108.62,79.2744,-172.365,,,-161.516,71.7341,-13.1803,-12.5501,31.4642,-39.9453,33.594,78.8382,40.21866546842805,163.0,37.05496424299841,78.8382,11.1618,172.365,82.36500000000001
XEWQUL_196,pyrimidine,1.52905,104.775,,120.33,118.551,1.46856,1.43334,107.964,106.876,1.52105,101.73,113.931,,120.603,,1.52428,116.565,104.067,1.43803,110.325,1.5272,107.263,1.44686,107.338,1.42269,syn,+,syn,Other,gauche+,C,+,S,116.889,107.515,1.38232,1.40475,deoxyribose,146.089,158.903,-143.138,,,-155.875,112.78,82.8795,47.8562,,,-159.166,-68.2968,-16.8862,-7.64849,27.386,-37.9203,34.7635,65.2208,38.67064150574744,163.0,43.800866996900815,65.2208,24.779200000000003,47.8562,42.1438
XIMMIQ_198,pyrimidine,1.52202,101.804,,117.839,121.291,1.48203,1.42514,110.715,106.06,1.52137,101.125,108.503,,120.867,,1.53412,112.443,104.717,1.407,110.704,1.53263,111.822,1.42324,111.971,1.41934,anti,-,anti,C2'-endo,trans,P,+,A,114.666,107.809,1.41573,1.36034,deoxyribose,78.2858,104.433,-130.483,,,-86.8503,147.876,158.31,162.369,,,-79.8852,44.785,-7.21034,29.0313,-38.186,34.9548,-17.6809,-154.175,39.425703994312016,162.0,187.83704516217148,154.175,64.17500000000001,162.369,72.369
XIMMIQ_199,pyrimidine,1.52012,101.935,,118.059,120.575,1.47543,1.41446,109.994,106.31,1.52978,103.24,109.172,,121.177,,1.52462,116.159,106.561,1.41976,110.574,1.50621,110.699,1.44724,109.028,1.41328,anti,-,anti,C2'-endo,gauche+,C,+,S,113.418,107.428,1.41501,1.36049,deoxyribose,85.3178,125.818,-142.804,,,-100.607,151.147,142.733,54.6718,,,-95.5969,-65.6806,-21.0769,33.3198,-32.3292,21.0622,-0.273993,-149.386,34.88186474776389,162.0,161.97108308718205,149.386,59.385999999999996,54.6718,35.3282
YAGSAC_200,pyrimidine,1.50826,102.694,,118.86,120.081,1.46577,1.42057,110.365,106.401,1.51072,103.996,109.899,,120.903,,1.5295,114.031,105.877,1.45886,106.326,1.49685,108.581,1.44062,110.4,1.44694,anti,-,anti,C2'-endo,gauche+,C,+,S,114.996,107.403,1.38973,1.37669,deoxyribose,82.4578,122.93,-142.858,,,-101.088,150.06,142.902,51.723,,,-95.5227,-67.3157,-19.2257,31.2945,-31.0151,20.4867,-0.951962,-116.116,33.04953499286864,296.0,163.30782315334514,116.116,26.116,51.723,38.277
YAGSAC_201,pyrimidine,1.51215,103.046,,118.695,119.934,1.46587,1.41045,110.553,106.279,1.51426,104.562,111.601,,121.315,,1.52967,116.124,106.338,1.44384,106.814,1.49057,108.315,1.43451,109.371,1.45797,anti,-,anti,C2'-endo,gauche+,C,+,S,114.507,106.653,1.39966,1.35853,deoxyribose,88.8765,132.253,-145.949,,,-108.547,148.115,133.039,52.0657,,,-105.041,-68.2351,-23.3742,30.6487,-26.2297,13.3735,6.13574,-120.047,30.91340839120261,296.0,150.36063254917346,120.047,30.046999999999997,52.0657,37.9343
YEGSEI_202,pyrimidine,1.51254,102.11,,117.992,119.39,1.46794,1.42033,109.949,105.639,1.51902,103.352,106.773,,122.615,,1.51747,116.001,106.225,1.45065,109.344,1.50992,108.265,1.44605,110.053,1.4346,anti,-,anti,C2'-endo,gauche+,C,+,S,115.008,107.352,1.37722,1.38,deoxyribose,81.7241,125.971,-144.714,,,-100.886,152.421,145.682,50.441,,,-91.6852,-70.1541,-21.5258,34.2349,-33.5602,21.7468,-0.346016,-136.505,35.96500965632915,295.0,162.201568707603,136.505,46.504999999999995,50.441,39.559
YEVJAK_203,pyrimidine,1.51592,103.004,,119.122,117.524,1.47995,1.38185,109.604,106.673,1.49898,104.412,109.38,,122.919,,1.51668,115.501,107.24,1.43723,110.093,1.50196,108.762,1.42833,108.868,1.43642,anti,-,anti,Other,gauche+,C,+,S,112.885,108.81,1.37525,1.3601,deoxyribose,94.4145,136.148,-148.075,,,-112.292,150.24,130.398,52.0847,,,-108.057,-68.5811,-26.0105,30.7829,-23.386,9.25329,10.5265,-138.59,30.762843215686303,295.0,141.94817693498143,138.59,48.59,52.0847,37.9153
